SR Change,Elim,Death,Match Time,Dmg
-26.00,30.00,9.00,7,1921.00
24.00,5.00,9.00,20,5214.00
-18.00,33.00,6.00,7,4203.00
-22.00,30.00,23.00,20,5645.00
26.00,10.00,8.00,7,7039.00
-25.00,12.00,9.00,13,6397.00
25.00,14.00,15.00,13,4617.00
-20.00,22.00,3.00,13,10465.00
32.00,8.00,10.00,15,1646.00
21.00,35.00,6.00,14,3839.00
18.00,7.00,11.00,12,10284.00
-27.00,15.00,9.00,15,6046.00
28.00,14.00,9.00,16,5058.00
-23.00,2.00,4.00,16,10933.00
-25.00,13.00,8.00,14,3359.00
25.00,27.00,9.00,14,3811.00
20.00,26.00,4.00,6,6911.00
-28.00,14.00,2.00,12,6149.00
-20.00,19.00,10.00,13,2110.00
19.00,35.00,7.00,11,5326.00
-18.00,20.00,15.00,10,5786.00
-20.00,20.00,11.00,5,2177.00
23.00,17.00,7.00,14,13253.00
-31.00,8.00,14.00,12,5729.00
23.00,22.00,9.00,14,4724.00
25.00,15.00,3.00,9,9383.00
-28.00,11.00,6.00,17,7823.00
22.00,13.00,5.00,10,12013.00
-32.00,29.00,10.00,21,5456.00
29.00,12.00,8.00,12,10254.00
-24.00,24.00,5.00,15,9157.00
22.00,33.00,10.00,15,1494.00
-29.00,21.00,9.00,14,4017.00
18.00,19.00,10.00,15,2320.00
26.00,22.00,20.00,15,7055.00
29.00,16.00,13.00,3,7517.00
-24.00,9.00,8.00,8,1664.00
-27.00,33.00,20.00,9,9435.00
-21.00,14.00,9.00,5,6483.00
-27.00,42.00,14.00,11,10002.00
-24.00,16.00,13.00,10,2382.00
-28.00,3.00,15.00,9,6570.00
17.00,39.00,6.00,14,2727.00
26.00,14.00,17.00,11,4038.00
28.00,23.00,14.00,10,6307.00
31.00,26.00,16.00,5,2678.00
-29.00,17.00,18.00,20,3445.00
-21.00,9.00,10.00,12,9113.00
20.00,9.00,14.00,12,5259.00
39.00,31.00,7.00,16,7778.00
23.00,32.00,4.00,20,2876.00
-28.00,27.00,14.00,16,9560.00
-29.00,16.00,5.00,11,10017.00
25.00,31.00,3.00,15,2947.00
20.00,8.00,8.00,15,7271.00
31.00,10.00,7.00,16,5984.00
25.00,11.00,19.00,4,4456.00
-20.00,34.00,7.00,14,2115.00
25.00,32.00,14.00,12,11150.00
-14.00,6.00,8.00,5,5951.00
23.00,33.00,8.00,13,6685.00
-22.00,20.00,10.00,17,6710.00
24.00,23.00,9.00,13,6073.00
-20.00,12.00,5.00,11,8229.00
-31.00,5.00,10.00,9,6917.00
-16.00,21.00,8.00,14,3889.00
21.00,13.00,6.00,9,6149.00
23.00,20.00,7.00,15,8451.00
17.00,3.00,11.00,12,1162.00
-24.00,29.00,10.00,5,5830.00
-21.00,25.00,2.00,14,3936.00
-26.00,28.00,17.00,23,9524.00
-21.00,40.00,5.00,6,5376.00
24.00,23.00,13.00,9,2523.00
-27.00,12.00,9.00,18,4064.00
-24.00,27.00,11.00,18,3809.00
27.00,32.00,8.00,16,6291.00
23.00,31.00,10.00,9,4026.00
23.00,12.00,8.00,9,1959.00
-24.00,16.00,13.00,13,4198.00
-18.00,12.00,8.00,11,11242.00
30.00,10.00,11.00,4,5939.00
19.00,16.00,11.00,17,7437.00
34.00,26.00,9.00,6,3607.00
20.00,10.00,10.00,15,7478.00
18.00,30.00,10.00,7,4416.00
-25.00,56.00,14.00,11,8356.00
-26.00,24.00,6.00,5,7668.00
18.00,29.00,11.00,12,1572.00
-24.00,21.00,9.00,17,2693.00
-23.00,8.00,4.00,16,7265.00
24.00,21.00,5.00,16,2960.00
-25.00,19.00,13.00,15,9784.00
-23.00,30.00,1.00,14,4679.00
25.00,4.00,10.00,14,7016.00
21.00,21.00,9.00,18,8727.00
-28.00,2.00,6.00,13,3546.00
23.00,33.00,6.00,22,6840.00
32.00,30.00,7.00,7,3888.00
22.00,28.00,15.00,13,6954.00
26.00,28.00,11.00,5,7485.00
24.00,7.00,20.00,5,16566.00
27.00,17.00,17.00,8,6334.00
-24.00,18.00,11.00,19,6489.00
-20.00,8.00,9.00,7,5980.00
-25.00,9.00,6.00,13,4508.00
-28.00,23.00,13.00,9,5025.00
-21.00,23.00,12.00,15,6971.00
-24.00,10.00,6.00,17,2277.00
-15.00,19.00,9.00,11,8755.00
-20.00,4.00,10.00,17,3934.00
-19.00,33.00,11.00,8,8379.00
26.00,11.00,5.00,12,6669.00
30.00,20.00,4.00,13,12871.00
21.00,20.00,7.00,9,9005.00
-25.00,14.00,8.00,13,3392.00
-22.00,10.00,10.00,6,5421.00
-25.00,28.00,14.00,18,1920.00
27.00,29.00,12.00,13,9431.00
-26.00,19.00,7.00,17,3376.00
31.00,25.00,10.00,12,7359.00
19.00,19.00,8.00,15,4873.00
26.00,26.00,14.00,7,6144.00
-22.00,19.00,21.00,11,3840.00
29.00,24.00,5.00,11,6807.00
-24.00,20.00,10.00,7,5784.00
-28.00,25.00,7.00,13,8257.00
28.00,1.00,8.00,9,3765.00
-18.00,13.00,10.00,17,3350.00
21.00,14.00,6.00,7,7304.00
22.00,31.00,8.00,16,12362.00
-19.00,25.00,14.00,7,6297.00
24.00,53.00,9.00,9,2335.00
25.00,10.00,3.00,7,5543.00
24.00,7.00,15.00,14,6816.00
-18.00,4.00,20.00,4,6981.00
-21.00,27.00,6.00,14,10144.00
-27.00,29.00,8.00,14,8062.00
-24.00,10.00,9.00,15,13051.00
-27.00,21.00,9.00,19,6332.00
31.00,17.00,16.00,16,4283.00
20.00,5.00,6.00,13,6056.00
21.00,27.00,10.00,9,8096.00
-23.00,31.00,13.00,12,6796.00
16.00,34.00,7.00,17,3540.00
-21.00,14.00,9.00,14,4836.00
-24.00,30.00,10.00,19,4734.00
-30.00,8.00,15.00,6,6976.00
30.00,17.00,10.00,8,3768.00
-20.00,26.00,6.00,16,6429.00
-21.00,13.00,12.00,11,3809.00
-27.00,27.00,4.00,13,4632.00
-33.00,20.00,16.00,6,6318.00
21.00,26.00,16.00,18,6256.00
-21.00,11.00,11.00,7,8703.00
26.00,13.00,6.00,11,5875.00
-23.00,11.00,7.00,18,7068.00
-25.00,23.00,13.00,11,6756.00
25.00,33.00,9.00,17,7018.00
-26.00,20.00,2.00,5,6442.00
26.00,9.00,11.00,8,6661.00
19.00,13.00,5.00,11,10825.00
29.00,34.00,8.00,13,8404.00
35.00,14.00,15.00,7,9613.00
-33.00,33.00,15.00,11,2721.00
-20.00,37.00,5.00,8,9927.00
-25.00,9.00,14.00,9,7027.00
-17.00,26.00,10.00,8,6751.00
21.00,2.00,10.00,9,4002.00
-16.00,23.00,13.00,8,4234.00
-27.00,16.00,10.00,16,7346.00
16.00,29.00,7.00,20,3355.00
-24.00,30.00,7.00,14,9429.00
-21.00,7.00,11.00,11,2324.00
26.00,7.00,13.00,10,10162.00
29.00,5.00,10.00,14,5468.00
22.00,17.00,11.00,8,6108.00
23.00,16.00,11.00,13,7201.00
-11.00,6.00,16.00,5,8271.00
18.00,7.00,11.00,14,4056.00
33.00,42.00,9.00,9,7388.00
-27.00,21.00,8.00,12,5272.00
-12.00,17.00,11.00,11,2281.00
-20.00,12.00,6.00,5,2269.00
-22.00,12.00,10.00,19,8966.00
27.00,33.00,10.00,11,6538.00
20.00,13.00,15.00,24,5755.00
26.00,28.00,4.00,13,5334.00
21.00,3.00,9.00,8,8782.00
24.00,5.00,7.00,7,1187.00
-32.00,12.00,16.00,14,5547.00
-19.00,16.00,6.00,15,9329.00
-23.00,19.00,8.00,6,3780.00
31.00,26.00,12.00,12,3093.00
22.00,27.00,5.00,6,1386.00
25.00,7.00,8.00,15,3927.00
21.00,10.00,15.00,13,10456.00
30.00,4.00,4.00,12,12071.00
27.00,3.00,11.00,16,7751.00
-19.00,22.00,6.00,8,2857.00
-24.00,11.00,11.00,15,2324.00
21.00,37.00,2.00,14,7135.00
26.00,5.00,8.00,14,7020.00
18.00,2.00,10.00,15,3984.00
-25.00,15.00,15.00,6,5369.00
26.00,16.00,8.00,6,8635.00
-18.00,19.00,9.00,15,2037.00
31.00,24.00,2.00,8,10346.00
-25.00,2.00,14.00,20,6724.00
17.00,16.00,7.00,6,8665.00
-20.00,34.00,15.00,10,3004.00
-21.00,22.00,8.00,12,5921.00
-24.00,8.00,7.00,15,1314.00
21.00,27.00,11.00,8,12296.00
29.00,15.00,7.00,10,5659.00
22.00,35.00,8.00,12,5518.00
-32.00,17.00,8.00,9,6356.00
26.00,22.00,18.00,16,8512.00
-24.00,13.00,2.00,19,5693.00
-25.00,25.00,5.00,17,2806.00
-24.00,33.00,17.00,9,2841.00
-23.00,12.00,4.00,15,5185.00
22.00,3.00,13.00,7,3601.00
-22.00,30.00,4.00,7,6196.00
-23.00,38.00,1.00,16,4673.00
-19.00,9.00,19.00,15,6883.00
-29.00,33.00,20.00,9,4046.00
27.00,4.00,8.00,9,4071.00
-22.00,6.00,10.00,8,2737.00
-25.00,28.00,7.00,13,13143.00
28.00,25.00,8.00,10,7201.00
18.00,24.00,10.00,11,5934.00
-19.00,29.00,9.00,17,5596.00
18.00,29.00,4.00,15,8344.00
27.00,6.00,6.00,6,7913.00
-24.00,10.00,4.00,14,7650.00
22.00,19.00,4.00,7,4584.00
-21.00,26.00,9.00,10,11688.00
33.00,13.00,8.00,9,9255.00
18.00,24.00,7.00,4,2345.00
-23.00,10.00,4.00,22,8267.00
19.00,13.00,1.00,13,5617.00
23.00,25.00,5.00,12,6898.00
27.00,18.00,7.00,9,3717.00
32.00,22.00,4.00,13,12528.00
-17.00,21.00,15.00,14,2445.00
19.00,17.00,5.00,13,7116.00
-24.00,3.00,11.00,6,8358.00
-24.00,26.00,9.00,11,5858.00
-20.00,0.00,13.00,12,3172.00
16.00,21.00,12.00,10,5254.00
-20.00,30.00,11.00,10,6143.00
-20.00,18.00,4.00,12,10165.00
-27.00,25.00,11.00,17,3144.00
26.00,5.00,10.00,15,4663.00
-28.00,15.00,8.00,4,4731.00
21.00,9.00,17.00,12,72.00
26.00,18.00,9.00,4,9855.00
-24.00,15.00,12.00,15,1443.00
-24.00,24.00,7.00,9,13502.00
29.00,20.00,14.00,10,1614.00
25.00,38.00,5.00,13,3728.00
-26.00,18.00,3.00,11,3332.00
-27.00,53.00,13.00,10,9411.00
-18.00,9.00,15.00,12,5150.00
-27.00,32.00,10.00,10,3610.00
-25.00,22.00,10.00,15,5756.00
25.00,27.00,4.00,17,2264.00
22.00,7.00,17.00,9,9206.00
24.00,34.00,13.00,5,7366.00
23.00,19.00,3.00,6,7270.00
-27.00,7.00,11.00,22,7466.00
26.00,16.00,11.00,6,10843.00
23.00,22.00,22.00,9,5825.00
31.00,44.00,6.00,19,3572.00
24.00,25.00,15.00,19,7542.00
29.00,18.00,13.00,19,8892.00
-24.00,21.00,14.00,15,5670.00
16.00,31.00,8.00,17,6754.00
18.00,6.00,8.00,12,7693.00
29.00,19.00,13.00,5,5039.00
17.00,30.00,8.00,11,5103.00
-25.00,33.00,18.00,8,4291.00
23.00,14.00,4.00,20,8679.00
22.00,12.00,7.00,14,9133.00
30.00,27.00,4.00,15,7334.00
29.00,37.00,10.00,8,4472.00
-21.00,18.00,10.00,8,4476.00
26.00,25.00,5.00,19,6231.00
-21.00,18.00,17.00,13,8626.00
19.00,16.00,14.00,14,6083.00
28.00,22.00,7.00,15,5428.00
27.00,29.00,2.00,13,8398.00
-21.00,17.00,9.00,14,8281.00
-16.00,10.00,10.00,14,6606.00
25.00,22.00,13.00,9,9312.00
25.00,17.00,12.00,11,9092.00
23.00,13.00,5.00,12,5926.00
35.00,6.00,14.00,12,1927.00
23.00,36.00,10.00,11,6242.00
-28.00,35.00,11.00,15,6606.00
-20.00,17.00,13.00,9,7562.00
34.00,12.00,9.00,8,537.00
-19.00,1.00,10.00,19,6166.00
19.00,8.00,5.00,14,9735.00
-29.00,7.00,9.00,8,7886.00
-16.00,39.00,11.00,13,5456.00
-22.00,1.00,12.00,8,9230.00
21.00,17.00,14.00,17,13402.00
26.00,19.00,8.00,13,6662.00
18.00,37.00,18.00,6,9538.00
-14.00,10.00,14.00,4,12298.00
32.00,13.00,7.00,15,1772.00
18.00,27.00,10.00,14,2850.00
25.00,16.00,8.00,5,3609.00
29.00,16.00,10.00,6,1676.00
-27.00,32.00,11.00,14,7750.00
24.00,17.00,3.00,10,3801.00
21.00,27.00,10.00,16,8389.00
-22.00,44.00,6.00,9,3798.00
-20.00,42.00,7.00,23,4903.00
26.00,23.00,8.00,15,5378.00
29.00,15.00,15.00,9,2849.00
-17.00,7.00,8.00,14,4086.00
22.00,15.00,8.00,13,8897.00
33.00,12.00,7.00,16,6593.00
30.00,18.00,6.00,18,8674.00
23.00,19.00,14.00,18,3178.00
-23.00,6.00,11.00,6,7280.00
37.00,15.00,12.00,11,2203.00
15.00,22.00,8.00,16,3675.00
-19.00,18.00,4.00,12,7689.00
23.00,25.00,10.00,11,1360.00
23.00,44.00,11.00,13,4288.00
-21.00,8.00,4.00,8,2119.00
31.00,26.00,2.00,10,7367.00
-25.00,51.00,6.00,16,6867.00
-25.00,34.00,6.00,13,6366.00
-26.00,34.00,10.00,12,7387.00
-21.00,25.00,4.00,20,9779.00
24.00,15.00,2.00,19,9249.00
27.00,25.00,7.00,12,1686.00
-28.00,27.00,11.00,12,5857.00
-33.00,1.00,5.00,15,4904.00
-33.00,4.00,5.00,12,8723.00
19.00,10.00,7.00,15,2982.00
-25.00,18.00,21.00,6,6885.00
-22.00,16.00,15.00,9,8275.00
20.00,15.00,9.00,11,9093.00
25.00,21.00,9.00,8,5732.00
-28.00,13.00,15.00,16,6593.00
18.00,7.00,18.00,13,1119.00
25.00,14.00,11.00,11,6920.00
22.00,50.00,5.00,16,13089.00
20.00,21.00,18.00,10,4328.00
25.00,29.00,8.00,16,5476.00
-20.00,2.00,7.00,16,7066.00
29.00,23.00,1.00,6,6295.00
19.00,43.00,10.00,15,2820.00
26.00,45.00,4.00,13,1307.00
-21.00,4.00,8.00,14,7773.00
26.00,15.00,11.00,9,12495.00
-22.00,22.00,17.00,15,5551.00
-27.00,36.00,10.00,15,6249.00
-22.00,24.00,6.00,17,6950.00
-22.00,6.00,9.00,5,4721.00
19.00,39.00,13.00,8,4131.00
-30.00,14.00,7.00,7,6596.00
-28.00,12.00,14.00,13,1181.00
-23.00,45.00,8.00,7,4419.00
-19.00,20.00,16.00,17,7459.00
22.00,7.00,6.00,7,4468.00
30.00,28.00,15.00,13,2317.00
19.00,20.00,3.00,18,3086.00
-22.00,7.00,5.00,8,7622.00
25.00,6.00,3.00,16,2828.00
30.00,13.00,7.00,14,10965.00
-20.00,10.00,8.00,4,4012.00
-20.00,19.00,12.00,11,4376.00
-17.00,7.00,6.00,9,3048.00
22.00,8.00,11.00,9,9973.00
20.00,25.00,8.00,4,5161.00
-19.00,18.00,2.00,14,3473.00
-30.00,16.00,5.00,6,5773.00
-25.00,9.00,9.00,17,3367.00
-25.00,14.00,16.00,6,3545.00
25.00,18.00,3.00,12,2639.00
-21.00,45.00,8.00,4,2425.00
-21.00,37.00,7.00,16,3386.00
-21.00,18.00,10.00,12,13724.00
19.00,25.00,13.00,5,3233.00
21.00,25.00,17.00,9,5756.00
29.00,17.00,11.00,8,6407.00
-26.00,14.00,8.00,14,7522.00
32.00,10.00,10.00,12,4414.00
31.00,44.00,6.00,7,4011.00
26.00,25.00,3.00,4,1899.00
-19.00,14.00,8.00,19,4758.00
-23.00,26.00,2.00,8,1577.00
-20.00,34.00,10.00,14,5909.00
30.00,9.00,8.00,18,6616.00
16.00,24.00,7.00,16,6915.00
29.00,25.00,7.00,14,6324.00
21.00,12.00,6.00,17,6697.00
-26.00,18.00,9.00,14,4232.00
19.00,10.00,8.00,6,3909.00
21.00,15.00,9.00,13,6719.00
25.00,22.00,3.00,6,4247.00
25.00,22.00,7.00,8,3443.00
-21.00,18.00,19.00,9,5759.00
22.00,17.00,5.00,14,13155.00
17.00,7.00,14.00,14,4599.00
20.00,6.00,13.00,19,4327.00
23.00,3.00,12.00,15,10852.00
16.00,26.00,4.00,12,7342.00
20.00,29.00,12.00,11,8505.00
16.00,21.00,14.00,9,5177.00
27.00,25.00,14.00,8,704.00
29.00,41.00,5.00,12,8821.00
-24.00,32.00,12.00,10,2885.00
26.00,3.00,16.00,10,3910.00
-23.00,35.00,5.00,8,3439.00
-20.00,27.00,5.00,10,5017.00
26.00,2.00,9.00,10,4009.00
-11.00,34.00,6.00,12,11015.00
-22.00,19.00,8.00,14,3436.00
-21.00,21.00,8.00,6,7838.00
-22.00,3.00,9.00,13,5389.00
-27.00,31.00,7.00,14,8044.00
-24.00,8.00,2.00,19,6501.00
-28.00,10.00,14.00,11,6890.00
-13.00,17.00,11.00,9,10224.00
36.00,15.00,12.00,11,5372.00
-20.00,18.00,12.00,14,6250.00
-20.00,14.00,8.00,14,9227.00
26.00,43.00,9.00,11,9176.00
21.00,13.00,8.00,24,5933.00
21.00,7.00,7.00,9,9605.00
-27.00,31.00,3.00,16,7104.00
31.00,28.00,8.00,6,4907.00
26.00,13.00,9.00,14,7126.00
-28.00,23.00,2.00,8,3444.00
-21.00,18.00,14.00,10,5150.00
-29.00,9.00,6.00,15,3097.00
19.00,52.00,11.00,11,4048.00
21.00,22.00,7.00,11,3902.00
-24.00,12.00,10.00,14,11399.00
-20.00,14.00,12.00,15,5998.00
-18.00,29.00,9.00,22,2783.00
-29.00,23.00,9.00,19,6244.00
21.00,27.00,3.00,13,6575.00
26.00,5.00,4.00,4,5847.00
-29.00,6.00,9.00,9,1448.00
21.00,29.00,14.00,14,8332.00
26.00,23.00,2.00,14,7532.00
19.00,13.00,9.00,14,6701.00
34.00,24.00,13.00,19,4598.00
24.00,18.00,13.00,12,4480.00
-14.00,39.00,11.00,15,6215.00
21.00,15.00,7.00,12,6802.00
22.00,22.00,9.00,15,1442.00
-31.00,18.00,9.00,9,9125.00
-19.00,21.00,11.00,10,7214.00
-24.00,24.00,9.00,11,8613.00
-19.00,17.00,13.00,11,560.00
23.00,43.00,11.00,11,7448.00
-28.00,11.00,17.00,10,1983.00
21.00,4.00,17.00,5,7412.00
-25.00,52.00,15.00,9,1701.00
23.00,12.00,2.00,10,3817.00
24.00,40.00,4.00,11,4509.00
29.00,37.00,9.00,17,8837.00
-33.00,23.00,7.00,10,2114.00
19.00,19.00,7.00,14,5993.00
31.00,5.00,16.00,12,6640.00
-19.00,9.00,15.00,7,5795.00
-19.00,14.00,12.00,15,3963.00
-25.00,3.00,6.00,8,9227.00
-23.00,21.00,11.00,13,4767.00
18.00,25.00,22.00,10,9568.00
-27.00,21.00,12.00,12,6571.00
-23.00,22.00,16.00,17,9383.00
18.00,17.00,7.00,17,4034.00
-21.00,12.00,10.00,23,6769.00
23.00,22.00,12.00,5,4511.00
20.00,23.00,5.00,13,8955.00
-15.00,14.00,10.00,8,4625.00
26.00,32.00,14.00,12,10709.00
-19.00,16.00,9.00,9,1176.00
-24.00,36.00,16.00,7,4527.00
20.00,19.00,12.00,11,9393.00
24.00,2.00,9.00,11,12059.00
-25.00,8.00,10.00,12,3882.00
-23.00,25.00,11.00,11,2583.00
-22.00,16.00,7.00,16,13659.00
-28.00,27.00,11.00,14,11441.00
23.00,4.00,6.00,10,5122.00
-20.00,9.00,11.00,14,13278.00
20.00,7.00,11.00,9,1351.00
-17.00,14.00,11.00,14,5176.00
-19.00,6.00,8.00,13,10085.00
-23.00,10.00,8.00,13,3234.00
24.00,13.00,13.00,6,5302.00
-19.00,25.00,3.00,7,5232.00
17.00,1.00,4.00,10,5802.00
-21.00,14.00,7.00,12,1303.00
-24.00,28.00,11.00,12,7008.00
33.00,28.00,7.00,10,3918.00
21.00,20.00,8.00,8,10026.00
-22.00,33.00,4.00,15,6637.00
28.00,26.00,16.00,8,3531.00
28.00,27.00,16.00,10,7798.00
20.00,6.00,13.00,13,6209.00
-25.00,19.00,6.00,10,1255.00
29.00,20.00,4.00,13,7637.00
24.00,23.00,5.00,16,5064.00
-29.00,2.00,2.00,5,4230.00
25.00,10.00,13.00,19,2301.00
-21.00,16.00,15.00,18,6756.00
-25.00,1.00,9.00,11,10098.00
30.00,3.00,14.00,12,4257.00
21.00,31.00,10.00,7,7278.00
23.00,21.00,8.00,7,4327.00
21.00,21.00,2.00,17,8101.00
-17.00,17.00,9.00,10,2406.00
-20.00,3.00,4.00,14,10329.00
-26.00,6.00,10.00,12,4415.00
17.00,20.00,6.00,13,6046.00
20.00,17.00,9.00,4,4973.00
20.00,35.00,10.00,19,5159.00
-23.00,19.00,12.00,9,9512.00
16.00,17.00,8.00,16,3924.00
18.00,18.00,2.00,10,5784.00
29.00,22.00,5.00,9,9080.00
-19.00,4.00,10.00,9,4289.00
15.00,16.00,9.00,23,2534.00
-25.00,21.00,4.00,11,3056.00
-23.00,8.00,3.00,18,5059.00
23.00,12.00,8.00,14,2377.00
18.00,31.00,13.00,14,4084.00
27.00,14.00,14.00,6,6894.00
26.00,21.00,5.00,4,8806.00
-26.00,28.00,6.00,6,944.00
-19.00,25.00,9.00,14,3625.00
23.00,13.00,4.00,13,3794.00
22.00,16.00,7.00,16,7420.00
-24.00,6.00,6.00,17,3210.00
-20.00,10.00,3.00,18,1775.00
-26.00,14.00,12.00,15,3113.00
20.00,4.00,9.00,15,6262.00
14.00,2.00,13.00,12,1746.00
-31.00,15.00,6.00,19,3486.00
21.00,9.00,13.00,15,5586.00
-19.00,32.00,8.00,12,12170.00
24.00,13.00,12.00,10,4852.00
24.00,15.00,5.00,11,3234.00
-25.00,28.00,18.00,8,9306.00
-21.00,9.00,6.00,6,10231.00
31.00,24.00,8.00,12,2544.00
23.00,26.00,17.00,19,9896.00
26.00,17.00,12.00,8,6745.00
17.00,21.00,4.00,11,4165.00
21.00,21.00,9.00,6,5971.00
24.00,39.00,8.00,10,7926.00
30.00,20.00,13.00,5,8930.00
24.00,22.00,4.00,13,7217.00
19.00,36.00,16.00,12,4110.00
-24.00,8.00,7.00,13,3555.00
26.00,24.00,10.00,10,8884.00
-19.00,26.00,5.00,16,8359.00
-19.00,38.00,9.00,13,10212.00
27.00,24.00,8.00,9,7251.00
28.00,28.00,11.00,12,1428.00
24.00,28.00,12.00,12,9634.00
-19.00,28.00,13.00,14,5849.00
-22.00,28.00,10.00,22,10964.00
24.00,17.00,11.00,19,614.00
23.00,37.00,12.00,15,4340.00
28.00,16.00,3.00,14,2945.00
-22.00,24.00,6.00,20,4113.00
-21.00,14.00,11.00,13,9595.00
-32.00,15.00,17.00,4,1612.00
-24.00,8.00,6.00,20,12246.00
31.00,26.00,3.00,12,8914.00
-29.00,19.00,8.00,11,12684.00
-26.00,25.00,11.00,20,9472.00
-15.00,16.00,14.00,11,2788.00
22.00,30.00,8.00,15,7782.00
-27.00,18.00,7.00,9,7112.00
-26.00,6.00,9.00,7,6313.00
-27.00,9.00,11.00,11,2971.00
-21.00,1.00,13.00,6,3454.00
24.00,23.00,9.00,7,5087.00
26.00,1.00,12.00,13,4325.00
-25.00,12.00,7.00,10,2336.00
-15.00,24.00,12.00,14,3051.00
23.00,12.00,14.00,17,13987.00
28.00,14.00,9.00,5,4165.00
-19.00,7.00,3.00,6,8571.00
-26.00,44.00,2.00,11,6459.00
27.00,34.00,15.00,5,3168.00
26.00,18.00,12.00,7,7235.00
29.00,34.00,10.00,8,6410.00
-17.00,10.00,6.00,12,2441.00
29.00,32.00,2.00,11,5607.00
27.00,8.00,14.00,6,4699.00
26.00,27.00,0.00,16,8470.00
-19.00,25.00,8.00,16,3734.00
-21.00,34.00,2.00,19,8000.00
-26.00,37.00,4.00,19,6750.00
36.00,7.00,11.00,14,4855.00
27.00,10.00,17.00,8,7363.00
29.00,30.00,10.00,9,7887.00
-20.00,18.00,11.00,19,4010.00
-23.00,35.00,14.00,9,7558.00
29.00,29.00,8.00,14,7275.00
32.00,22.00,6.00,7,2513.00
28.00,30.00,10.00,12,9415.00
25.00,29.00,10.00,17,1841.00
23.00,31.00,3.00,20,9094.00
-27.00,11.00,5.00,9,7320.00
-33.00,12.00,8.00,15,5100.00
21.00,19.00,8.00,16,2216.00
-23.00,28.00,3.00,13,9377.00
32.00,15.00,9.00,16,7592.00
19.00,2.00,7.00,11,8721.00
-20.00,16.00,11.00,11,4828.00
16.00,31.00,11.00,15,2805.00
18.00,24.00,11.00,20,6771.00
-20.00,27.00,4.00,12,2352.00
-23.00,34.00,7.00,7,4349.00
-24.00,17.00,6.00,10,11971.00
20.00,25.00,12.00,9,9159.00
-20.00,17.00,10.00,15,4133.00
25.00,45.00,9.00,12,9875.00
-22.00,8.00,20.00,16,2764.00
-17.00,9.00,7.00,10,10375.00
21.00,9.00,3.00,12,3269.00
21.00,29.00,13.00,13,3410.00
30.00,4.00,10.00,22,4248.00
34.00,21.00,1.00,17,6512.00
24.00,7.00,1.00,17,4116.00
-25.00,53.00,12.00,16,3149.00
-19.00,3.00,12.00,6,3071.00
-26.00,9.00,7.00,23,14233.00
38.00,36.00,10.00,17,4100.00
27.00,30.00,2.00,17,4829.00
17.00,7.00,11.00,12,4235.00
-21.00,41.00,7.00,6,6228.00
-20.00,8.00,7.00,14,7292.00
-23.00,22.00,9.00,14,5789.00
28.00,26.00,16.00,22,5672.00
20.00,19.00,9.00,12,3267.00
24.00,10.00,14.00,13,7707.00
17.00,15.00,4.00,11,9064.00
21.00,14.00,4.00,13,5201.00
-25.00,20.00,6.00,17,914.00
24.00,28.00,10.00,16,-39.00
-18.00,9.00,12.00,17,4873.00
-26.00,12.00,3.00,4,2536.00
22.00,31.00,12.00,10,8505.00
-23.00,16.00,13.00,12,4066.00
23.00,2.00,4.00,13,4451.00
26.00,20.00,7.00,8,6784.00
25.00,29.00,13.00,9,307.00
20.00,20.00,16.00,6,7380.00
32.00,22.00,4.00,9,2317.00
-23.00,13.00,11.00,11,5727.00
25.00,14.00,14.00,18,3326.00
-22.00,10.00,12.00,15,3889.00
-26.00,12.00,18.00,9,7668.00
22.00,12.00,14.00,11,5415.00
-29.00,22.00,10.00,12,2659.00
25.00,12.00,5.00,17,7998.00
-23.00,18.00,6.00,12,9627.00
25.00,17.00,16.00,11,11503.00
-22.00,21.00,13.00,17,10455.00
26.00,13.00,5.00,17,13587.00
-25.00,36.00,16.00,17,3352.00
-27.00,17.00,6.00,15,7388.00
34.00,3.00,13.00,15,2992.00
22.00,28.00,11.00,20,6195.00
21.00,11.00,9.00,6,4492.00
-19.00,23.00,8.00,9,8797.00
19.00,15.00,8.00,15,4702.00
-18.00,41.00,4.00,9,1765.00
24.00,9.00,8.00,13,5350.00
22.00,34.00,9.00,13,13175.00
-28.00,37.00,5.00,18,9978.00
14.00,23.00,9.00,11,4227.00
25.00,6.00,6.00,11,6473.00
-24.00,19.00,6.00,13,4803.00
-23.00,27.00,13.00,15,6568.00
24.00,11.00,7.00,15,4115.00
22.00,24.00,5.00,14,6120.00
32.00,6.00,7.00,14,12681.00
-26.00,6.00,7.00,15,5527.00
24.00,17.00,9.00,10,3001.00
-30.00,27.00,9.00,13,3425.00
-21.00,22.00,18.00,18,3814.00
17.00,32.00,5.00,7,16903.00
-31.00,3.00,17.00,14,2974.00
16.00,30.00,12.00,10,7504.00
27.00,28.00,14.00,6,4658.00
28.00,28.00,0.00,18,8204.00
-26.00,25.00,2.00,12,8912.00
-26.00,7.00,13.00,20,7619.00
21.00,26.00,13.00,13,3049.00
-19.00,18.00,10.00,9,5317.00
-25.00,16.00,13.00,14,12783.00
-29.00,23.00,2.00,9,4521.00
-24.00,19.00,1.00,13,4967.00
16.00,14.00,10.00,12,10341.00
-20.00,27.00,4.00,5,16898.00
23.00,20.00,7.00,15,6109.00
21.00,13.00,3.00,14,2422.00
26.00,18.00,2.00,10,8137.00
27.00,18.00,2.00,11,3010.00
